2.0110101E+07	0.0000000E+00	4.3170000E+01	1.5187000E+04	5.0910000E+03	6.0000000E+00	
2.0110101E+07	1.0000000E+00	3.6240000E+01	1.4464000E+04	4.9180000E+03	6.0000000E+00	
2.0110101E+07	2.0000000E+00	3.4640000E+01	1.3940000E+04	4.7630000E+03	6.0000000E+00	
2.0110101E+07	3.0000000E+00	3.3760000E+01	1.3609000E+04	4.6600000E+03	6.0000000E+00	
2.0110101E+07	4.0000000E+00	3.3080000E+01	1.3391000E+04	4.5990000E+03	6.0000000E+00	
2.0110101E+07	5.0000000E+00	3.2370000E+01	1.3068000E+04	4.4970000E+03	6.0000000E+00	
2.0110101E+07	6.0000000E+00	3.4660000E+01	1.3060000E+04	4.3780000E+03	6.0000000E+00	
2.0110101E+07	7.0000000E+00	3.8970000E+01	1.3570000E+04	4.3300000E+03	6.0000000E+00	
2.0110101E+07	8.0000000E+00	4.2900000E+01	1.4099000E+04	4.4230000E+03	6.0000000E+00	
2.0110101E+07	9.0000000E+00	4.5290000E+01	1.4662000E+04	4.6040000E+03	6.0000000E+00	
2.0110101E+07	1.0000000E+01	4.6570000E+01	1.5135000E+04	4.7910000E+03	6.0000000E+00	
2.0110101E+07	1.1000000E+01	4.6450000E+01	1.5423000E+04	4.9230000E+03	6.0000000E+00	
2.0110101E+07	1.2000000E+01	4.5010000E+01	1.5419000E+04	4.9650000E+03	6.0000000E+00	
2.0110101E+07	1.3000000E+01	4.2510000E+01	1.5362000E+04	4.9670000E+03	6.0000000E+00	
2.0110101E+07	1.4000000E+01	4.1130000E+01	1.5273000E+04	4.9540000E+03	6.0000000E+00	
2.0110101E+07	1.5000000E+01	4.3500000E+01	1.5299000E+04	4.9590000E+03	6.0000000E+00	
2.0110101E+07	1.6000000E+01	5.5360000E+01	1.5880000E+04	5.0620000E+03	6.0000000E+00	
2.0110101E+07	1.7000000E+01	6.2730000E+01	1.7122000E+04	5.3290000E+03	6.0000000E+00	
2.0110101E+07	1.8000000E+01	5.8080000E+01	1.7164000E+04	5.3960000E+03	6.0000000E+00	
2.0110101E+07	1.9000000E+01	5.5430000E+01	1.6832000E+04	5.3290000E+03	6.0000000E+00	
2.0110101E+07	2.0000000E+01	4.9330000E+01	1.6506000E+04	5.2450000E+03	6.0000000E+00	
2.0110101E+07	2.1000000E+01	4.4320000E+01	1.6171000E+04	5.1710000E+03	6.0000000E+00	
2.0110101E+07	2.2000000E+01	4.2190000E+01	1.5626000E+04	5.0910000E+03	6.0000000E+00	
2.0110101E+07	2.3000000E+01	3.9230000E+01	1.4887000E+04	4.9400000E+03	6.0000000E+00	
2.0110102E+07	0.0000000E+00	4.2480000E+01	1.3565000E+04	4.5140000E+03	7.0000000E+00	
2.0110102E+07	1.0000000E+00	3.6940000E+01	1.3235000E+04	4.4480000E+03	7.0000000E+00	
2.0110102E+07	2.0000000E+00	3.3810000E+01	1.3056000E+04	4.3960000E+03	7.0000000E+00	
2.0110102E+07	3.0000000E+00	3.2540000E+01	1.2954000E+04	4.3750000E+03	7.0000000E+00	
2.0110102E+07	4.0000000E+00	3.1160000E+01	1.2817000E+04	4.3300000E+03	7.0000000E+00	
2.0110102E+07	5.0000000E+00	3.0670000E+01	1.2609000E+04	4.2230000E+03	7.0000000E+00	
2.0110102E+07	6.0000000E+00	3.6070000E+01	1.2829000E+04	4.1900000E+03	7.0000000E+00	
2.0110102E+07	7.0000000E+00	3.5190000E+01	1.3499000E+04	4.2760000E+03	7.0000000E+00	
2.0110102E+07	8.0000000E+00	3.5900000E+01	1.4179000E+04	4.4520000E+03	7.0000000E+00	
2.0110102E+07	9.0000000E+00	3.9440000E+01	1.4886000E+04	4.7090000E+03	7.0000000E+00	
2.0110102E+07	1.0000000E+01	3.9970000E+01	1.5422000E+04	4.9280000E+03	7.0000000E+00	
2.0110102E+07	1.1000000E+01	4.0540000E+01	1.5716000E+04	5.0790000E+03	7.0000000E+00	
2.0110102E+07	1.2000000E+01	4.0390000E+01	1.5751000E+04	5.1510000E+03	7.0000000E+00	
2.0110102E+07	1.3000000E+01	3.9860000E+01	1.5695000E+04	5.1630000E+03	7.0000000E+00	
2.0110102E+07	1.4000000E+01	3.9390000E+01	1.5629000E+04	5.1710000E+03	7.0000000E+00	
2.0110102E+07	1.5000000E+01	4.1100000E+01	1.5714000E+04	5.1800000E+03	7.0000000E+00	
2.0110102E+07	1.6000000E+01	5.3750000E+01	1.6452000E+04	5.3200000E+03	7.0000000E+00	
2.0110102E+07	1.7000000E+01	6.8770000E+01	1.8125000E+04	5.6940000E+03	7.0000000E+00	
2.0110102E+07	1.8000000E+01	6.6650000E+01	1.8455000E+04	5.8060000E+03	7.0000000E+00	
2.0110102E+07	1.9000000E+01	6.2840000E+01	1.8311000E+04	5.7950000E+03	7.0000000E+00	
2.0110102E+07	2.0000000E+01	5.6550000E+01	1.8040000E+04	5.7550000E+03	7.0000000E+00	
2.0110102E+07	2.1000000E+01	4.7560000E+01	1.7485000E+04	5.6620000E+03	7.0000000E+00	
2.0110102E+07	2.2000000E+01	4.0470000E+01	1.6596000E+04	5.4860000E+03	7.0000000E+00	
2.0110102E+07	2.3000000E+01	4.0330000E+01	1.5599000E+04	5.2310000E+03	7.0000000E+00	
2.0110103E+07	0.0000000E+00	3.9700000E+01	1.4952000E+04	4.9770000E+03	1.0000000E+00	
2.0110103E+07	1.0000000E+00	3.6750000E+01	1.4384000E+04	4.7740000E+03	1.0000000E+00	
2.0110103E+07	2.0000000E+00	3.3870000E+01	1.4131000E+04	4.6540000E+03	1.0000000E+00	
2.0110103E+07	3.0000000E+00	3.3790000E+01	1.4065000E+04	4.5980000E+03	1.0000000E+00	
2.0110103E+07	4.0000000E+00	3.4280000E+01	1.4241000E+04	4.6000000E+03	1.0000000E+00	
2.0110103E+07	5.0000000E+00	4.0500000E+01	1.5043000E+04	4.7570000E+03	1.0000000E+00	
2.0110103E+07	6.0000000E+00	4.9900000E+01	1.6710000E+04	5.1800000E+03	1.0000000E+00	
2.0110103E+07	7.0000000E+00	5.5530000E+01	1.8138000E+04	5.6610000E+03	1.0000000E+00	
2.0110103E+07	8.0000000E+00	5.4030000E+01	1.8637000E+04	5.9690000E+03	1.0000000E+00	
2.0110103E+07	9.0000000E+00	5.5440000E+01	1.9009000E+04	6.2270000E+03	1.0000000E+00	
2.0110103E+07	1.0000000E+01	5.8890000E+01	1.9236000E+04	6.3720000E+03	1.0000000E+00	
2.0110103E+07	1.1000000E+01	5.8530000E+01	1.9259000E+04	6.4430000E+03	1.0000000E+00	
2.0110103E+07	1.2000000E+01	5.4750000E+01	1.9128000E+04	6.4570000E+03	1.0000000E+00	
2.0110103E+07	1.3000000E+01	5.1650000E+01	1.9019000E+04	6.4480000E+03	1.0000000E+00	
2.0110103E+07	1.4000000E+01	5.1110000E+01	1.8871000E+04	6.4430000E+03	1.0000000E+00	
2.0110103E+07	1.5000000E+01	5.1460000E+01	1.8877000E+04	6.4450000E+03	1.0000000E+00	
2.0110103E+07	1.6000000E+01	6.1690000E+01	1.9580000E+04	6.5870000E+03	1.0000000E+00	
2.0110103E+07	1.7000000E+01	7.6000000E+01	2.1283000E+04	6.8670000E+03	1.0000000E+00	
2.0110103E+07	1.8000000E+01	6.8470000E+01	2.1502000E+04	6.8280000E+03	1.0000000E+00	
2.0110103E+07	1.9000000E+01	7.8120000E+01	2.1092000E+04	6.6800000E+03	1.0000000E+00	
2.0110103E+07	2.0000000E+01	6.2250000E+01	2.0523000E+04	6.5060000E+03	1.0000000E+00	
2.0110103E+07	2.1000000E+01	5.1060000E+01	1.9512000E+04	6.2600000E+03	1.0000000E+00	
2.0110103E+07	2.2000000E+01	4.6400000E+01	1.8044000E+04	5.9270000E+03	1.0000000E+00	
2.0110103E+07	2.3000000E+01	4.5980000E+01	1.6495000E+04	5.4870000E+03	1.0000000E+00	
2.0110104E+07	0.0000000E+00	4.1300000E+01	1.5621000E+04	5.1130000E+03	2.0000000E+00	
2.0110104E+07	1.0000000E+00	3.8790000E+01	1.4947000E+04	4.8620000E+03	2.0000000E+00	
2.0110104E+07	2.0000000E+00	3.7830000E+01	1.4613000E+04	4.7150000E+03	2.0000000E+00	
2.0110104E+07	3.0000000E+00	3.6530000E+01	1.4478000E+04	4.6390000E+03	2.0000000E+00	
2.0110104E+07	4.0000000E+00	3.6790000E+01	1.4611000E+04	4.6260000E+03	2.0000000E+00	
2.0110104E+07	5.0000000E+00	4.1480000E+01	1.5430000E+04	4.7980000E+03	2.0000000E+00	
2.0110104E+07	6.0000000E+00	5.0090000E+01	1.7068000E+04	5.2330000E+03	2.0000000E+00	
2.0110104E+07	7.0000000E+00	5.4540000E+01	1.8363000E+04	5.7050000E+03	2.0000000E+00	
2.0110104E+07	8.0000000E+00	5.2810000E+01	1.8759000E+04	5.9940000E+03	2.0000000E+00	
2.0110104E+07	9.0000000E+00	5.5220000E+01	1.9047000E+04	6.2280000E+03	2.0000000E+00	
2.0110104E+07	1.0000000E+01	5.8050000E+01	1.9248000E+04	6.3670000E+03	2.0000000E+00	
2.0110104E+07	1.1000000E+01	5.4950000E+01	1.9243000E+04	6.4280000E+03	2.0000000E+00	
